Chromosome,Pos,Region,Mdiff,Q-value,Gene ID,Gene symbol,Gene name
NC_027304.1,35751991,Intron,-30.28,1.4E-07,106604876,LOC106604876,protocadherin gamma-C5-like
NC_027319.1,58404506,Intron,-30.24,1.4E-07,100196688,aldoc,fructose-bisphosphate aldolase C
NC_027322.1,40545592,Intron,30.0,1.4E-07,106584620,LOC106584620,transcription factor SOX-6-like
NC_027306.1,35220314,Exon,29.29,1.4E-07,106609220,LOC106609220,dedicator of cytokinesis protein 4-like
NC_027304.1,40908034,Intron,-28.24,1.4E-07,106604946,LOC106604946,fibroblast growth factor receptor-like 1
NC_027309.1,10807993,Intron,28.98,1.5E-07,106613530,LOC106613530,obscurin-like
NC_027313.1,32646107,Exon,26.03,1.5E-07,106569311,LOC106569311,matrix metalloproteinase-16-like
NC_027315.1,87165591,Flanks,-26.25,1.5E-07,106575042,ribosome biogenesis protein wdr12,ribosome biogenesis protein wdr12
NC_027314.1,33867447,Intron,-29.76,1.5E-07,106571404,LOC106571404,exostosin-1-like
NC_027303.1,31634774,Intron,27.1,1.5E-07,106602916,LOC106602916,collagen alpha-1(XXIII) chain-like
NC_027305.1,77411880,Intron,33.24,1.5E-07,106608211,LOC106608211,"alpha-(1,6)-fucosyltransferase-like"
NC_027321.1,22795760,Intron,35.42,1.5E-07,106582978,LOC106582978,immunoglobulin superfamily member 21-like
NC_027302.1,5100898,Exon,46.12,1.5E-07,106596915,LOC106596915,netrin-G1-like
NC_027304.1,11961328,Exon,-31.7,1.5E-07,106604293,LOC106604293,vesicle transport protein SEC20-like
NC_027304.1,56559086,Intron,-33.19,1.5E-07,106605316,LOC106605316,myocyte-specific enhancer factor 2D homolog
NC_027312.1,99287158,Flanks,-43.05,1.5E-07,106568481,alpk2,alpha kinase 2
NC_027309.1,57565280,Flanks,40.87,1.5E-07,100196497,Pleckstrin homology-like domain family A member 2,Pleckstrin homology-like domain family A member 2
NC_027327.1,4857250,Intron,-38.61,1.5E-07,106589356,LOC106589356,ubiquitin domain-containing protein 1
NC_027305.1,17182556,Intron,-34.41,1.5E-07,106606664,LOC106606664,"parvalbumin, thymic CPV3-like"
NC_027300.1,31369213,Flanks,-33.33,1.5E-07,106600857,LOC106600857,B2 bradykinin receptor-like
NC_027319.1,65376399,Intron,28.81,1.5E-07,106581254,LOC106581254,neurofibromin-like
NC_027309.1,17892242,Intron,-26.23,1.5E-07,106613723,LOC106613723,protein strawberry notch homolog 2-like
NC_027314.1,16657066,Exon,25.62,1.5E-07,106571060,LOC106571060,probable G-protein coupled receptor 176
NC_027316.1,40012134,Intron,-25.61,1.5E-07,106576154,LOC106576154,"signal peptide, CUB and EGF-like domain-containing protein 1"
NC_027306.1,5261084,Intron,29.32,1.5E-07,106608527,LOC106608527,NACHT domain- and WD repeat-containing protein 1-like
NC_027320.1,26933933,Intron,-31.82,1.5E-07,106582132,LOC106582132,ATP-dependent (S)-NAD(P)H-hydrate dehydratase
NC_027305.1,51691502,Exon,30.9,1.5E-07,106607680,LOC106607680,bifunctional protein GlmU-like
NC_027315.1,42811234,Intron,-34.51,1.5E-07,106573888,LOC106573888,FYN-binding protein-like
NC_027312.1,41089237,Exon,35.33,1.5E-07,106567232,LOC106567232,voltage-dependent L-type calcium channel subunit alpha-1D-like
NC_027312.1,43410258,Exon,34.13,1.5E-07,106567289,LOC106567289,suppressor of cytokine signaling 2-like
NC_027303.1,2713714,Exon,39.3,1.5E-07,106602208,LOC106602208,E3 ubiquitin-protein ligase TRIM21-like
NC_027308.1,65948018,Flanks,-29.88,1.5E-07,106611811,LOC106611811,dedicator of cytokinesis protein 2-like
NC_027320.1,23747287,Flanks,29.82,1.5E-07,106581986,LOC106581986,high-affinity lysophosphatidic acid receptor-like
NC_027302.1,65990941,P5K,-29.3,1.5E-07,106601293,LOC106601293,reticulon-4 receptor-like 2
NW_012353610.1,6506,Intron,-25.21,1.5E-07,106594768,"arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3-like, transcript variant X1","arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3-like"
NC_027301.1,52919684,Flanks,-25.0,1.5E-07,106588940,LOC106588940,hydroxysteroid dehydrogenase-like protein 2
NC_027310.1,90899391,Intron,27.88,1.5E-07,106563907,LOC106563907,microtubule-associated tumor suppressor candidate 2 homolog
NC_027320.1,42933140,Intron,-28.05,1.5E-07,106582334,LOC106582334,diacylglycerol kinase beta-like
NC_027308.1,102773857,Exon,-44.48,1.5E-07,106612669,LOC106612669,protein FAM57A-like
NC_027327.1,19973677,Exon,-32.47,1.5E-07,106589667,LOC106589667,pecanex-like protein 2
NC_027315.1,15116132,Intron,42.82,1.5E-07,106573171,LOC106573171,SLIT-ROBO Rho GTPase-activating protein 1
NC_027321.1,5745847,Intron,31.34,1.5E-07,100195963,ppp1r16b,protein phosphatase 1 regulatory subunit 16B
NC_027314.1,90014613,Exon,27.4,1.5E-07,106572673,LOC106572673,ankyrin repeat domain-containing protein 33-like
NC_027314.1,40233368,Exon,-27.27,1.5E-07,106571702,ppp4r4,protein phosphatase 4 regulatory subunit 4
NC_027312.1,36396473,P5K,-28.69,1.5E-07,106567097,LOC106567097,peptidase inhibitor R3HDML-like
NC_027314.1,40233345,Exon,-27.27,1.5E-07,106571702,ppp4r4,protein phosphatase 4 regulatory subunit 4
NC_027309.1,113944434,Exon,30.91,1.5E-07,106561823,athl1,protein-glucosylgalactosylhydroxylysine glucosidase
NC_027323.1,6877272,Flanks,37.27,1.5E-07,106585180,LOC106585180,zinc finger protein 366-like
NC_027326.1,9084764,Exon,46.66,1.5E-07,106588432,LOC106588432,glyceraldehyde-3-phosphate dehydrogenase-like
NC_027307.1,20407034,Intron,30.64,1.5E-07,106610390,LOC106610390,zinc finger protein 502-like
NC_027307.1,2206664,Intron,-32.56,1.5E-07,106609939,LOC106609939,protocadherin Fat 1-like
NC_027314.1,84226739,Intron,30.0,1.5E-07,106572509,LOC106572509,plexin-A2-like
NC_027314.1,84226775,Intron,30.0,1.5E-07,106572509,LOC106572509,plexin-A2-like
NC_027313.1,52920662,Exon,-26.27,1.5E-07,106570087,LOC106570087,CUGBP Elav-like family member 3
NC_027319.1,51510708,Intron,35.47,1.5E-07,106580920,MDS1 and EVI1 complex locus protein EVI1-like,MDS1 and EVI1 complex locus protein EVI1-like
NC_027322.1,26071599,Intron,-28.57,1.5E-07,106584318,LOC106584318,voltage-dependent R-type calcium channel subunit alpha-1E-like
NC_027320.1,24881749,Intron,28.3,1.5E-07,100194870,tri13,Tripartite motif-containing protein 13
NC_027315.1,79579533,Intron,27.76,1.5E-07,106574855,R3H domain-containing protein 1-like,R3H domain-containing protein 1-like
NC_027313.1,28747393,Intron,-27.03,1.5E-07,106569162,LOC106569162,phosphatase and actin regulator 1-like
NC_027309.1,58792286,P1K,29.66,1.5E-07,106560696,peak1,pseudopodium enriched atypical kinase 1
NC_027313.1,28747398,Intron,-27.03,1.5E-07,106569162,LOC106569162,phosphatase and actin regulator 1-like
NC_027310.1,4571097,P5K,35.07,1.5E-07,106561896,"titin-like, transcript variant X20",titin-like
NC_027310.1,65369749,P5K,32.14,1.5E-07,100306818,DEAD (Asp-Glu-Ala-Asp) box polypeptide 54,DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
NC_027321.1,35599418,Intron,43.64,1.6E-07,106583577,LOC106583577,Fc receptor-like protein 5
NC_027309.1,7262485,Intron,38.9,1.6E-07,106613481,LOC106613481,nuclear receptor subfamily 5 group A member 2
NC_027326.1,19691925,P1K,37.77,1.6E-07,106588661,LOC106588661,protein lin-28 homolog A-like
NC_027302.1,23958001,Intron,29.23,1.6E-07,106599349,LOC106599349,cadherin-6-like
NC_027300.1,156844336,Exon,27.84,1.6E-07,106572580,"SKI family transcriptional corepressor 2-like, transcript variant X3",SKI family transcriptional corepressor 2-like
NC_027313.1,60283214,Intron,25.0,1.6E-07,106569918,LOC106569918,piggyBac transposable element-derived protein 4-like
NC_027304.1,20604693,Intron,25.37,1.6E-07,106604462,LOC106604462,ecto-NOX disulfide-thiol exchanger 2-like
NC_027312.1,95002066,P5K,-26.19,1.6E-07,106568407,ppap2a,phospholipid phosphatase 1
NC_027300.1,37197801,Intron,-29.43,1.6E-07,106601776,LOC106601776,protein phosphatase 1 regulatory subunit 37-like
NC_027326.1,5205883,Intron,35.0,1.6E-07,106588241,LOC106588241,sodium/hydrogen exchanger 3-like
NC_027300.1,57027725,Intron,35.1,1.6E-07,106606663,LOC106606663,tetratricopeptide repeat protein 27-like
NW_012347841.1,8557,Exon,27.89,1.6E-07,106592219,LOC106592219,"nuclear factor 7, brain-like"
NC_027311.1,38496057,Intron,-27.85,1.6E-07,106565276,LOC106565276,alpha-1-syntrophin-like
NC_027319.1,42520883,Intron,27.05,1.6E-07,106580662,gpr171,G protein-coupled receptor 171
NC_027311.1,84618720,Intron,-28.77,1.6E-07,106566174,sp1,Sp1 transcription factor
NC_027320.1,56750938,Intron,25.14,1.6E-07,106582566,"ATP-dependent 6-phosphofructokinase, liver type-like","ATP-dependent 6-phosphofructokinase, liver type-like"
NC_027309.1,19616241,Intron,27.83,1.6E-07,106613762,LOC106613762,CUGBP Elav-like family member 5
NC_027308.1,55643178,Flanks,-25.27,1.6E-07,100136799,pitx2,paired like homeodomain 2
NC_027322.1,15367935,Intron,36.74,1.6E-07,106584181,LOC106584181,receptor-type tyrosine-protein phosphatase F-like
NC_027325.1,22624258,Flanks,-37.91,1.6E-07,106587392,LOC106587392,ammonium transporter Rh type C
NC_027311.1,76435517,Exon,35.61,1.6E-07,106565995,LOC106565995,GDH/6PGL endoplasmic bifunctional protein-like
NC_027317.1,49099085,Exon,-32.64,1.6E-07,106577587,bank1,B cell scaffold protein with ankyrin repeats 1
NC_027309.1,18562273,Flanks,28.87,1.6E-07,106613732,LOC106613732,MAU2 chromatid cohesion factor homolog
NC_027312.1,18500643,Intron,27.48,1.6E-07,106566610,LOC106566610,"FYVE, RhoGEF and PH domain-containing protein 3-like"
NC_027312.1,90497692,Exon,27.41,1.6E-07,106568140,LOC106568140,SH3 domain-binding protein 2-like
NC_027305.1,29910407,P5K,-33.0,1.6E-07,106607040,LOC106607040,microtubule-associated serine/threonine-protein kinase 1-like
NC_027305.1,53956374,Intron,36.58,1.6E-07,106607720,epha7,EPH receptor A7
NC_027325.1,31462235,P1K,-38.83,1.6E-07,106587610,LOC106587610,dipeptidase 2-like
NC_027328.1,22925221,Intron,-40.45,1.6E-07,106590358,LOC106590358,"dynein heavy chain 5, axonemal-like"
NC_027309.1,34053915,Intron,29.99,1.6E-07,106560309,tgfbr3,transforming growth factor beta receptor 3
NC_027314.1,66712616,Intron,-28.31,1.6E-07,106572198,prdm16,PR/SET domain 16
NC_027317.1,55641430,Intron,36.89,1.6E-07,106577771,LOC106577771,neuroligin-2-like
NC_027315.1,2589155,Flanks,-29.47,1.6E-07,106573040,LOC106573040,filamin-C-like
NC_027305.1,38814500,Intron,-25.84,1.6E-07,106607259,LOC106607259,zinc finger protein 652-like
NC_027309.1,56344690,Intron,25.41,1.6E-07,106560706,LOC106560706,SITS-binding protein-like
NC_027312.1,56861988,Flanks,43.58,1.7E-07,106567545,LOC106567545,GRAM domain-containing protein 1B-like
NC_027302.1,90341430,P1K,46.74,1.7E-07,106602034,LOC106602034,mannose-binding protein C-like
NC_027325.1,9270048,Flanks,-33.72,1.7E-07,100196709,c1qtnf4,C1q and TNF related 4
NC_027311.1,16678800,Intron,-32.76,1.7E-07,106564607,LOC106564607,inactive phospholipase D5-like
NC_027303.1,36774222,Exon,32.2,1.7E-07,106603115,LOC106603115,zinc finger protein 316-like
NC_027310.1,75548552,P5K,31.82,1.7E-07,106563491,LOC106563491,uncharacterized oxidoreductase Mvan_2161-like
NC_027300.1,138813395,Intron,30.76,1.7E-07,106568645,LOC106568645,fibrinogen C domain-containing protein 1-like
NC_027309.1,17682677,P250,-25.76,1.7E-07,106613718,LOC106613718,interaptin-like
NC_027309.1,105371370,Intron,25.71,1.7E-07,106561606,LOC106561606,cytoskeleton-associated protein 5-like
NC_027304.1,40368381,Intron,-28.89,1.7E-07,106604933,LOC106604933,slit homolog 3 protein-like
NC_027317.1,10596926,P5K,45.32,1.7E-07,106576753,LOC106576753,potassium voltage-gated channel subfamily G member 3-like
NC_027313.1,18565969,Intron,26.67,1.7E-07,106568841,LOC106568841,partitioning defective 3 homolog
NC_027326.1,12565082,Exon,25.76,1.7E-07,106588313,LOC106588313,uncharacterized LOC106588313
NC_027300.1,146373291,P5K,-38.9,1.7E-07,106570305,ntmt1,N-terminal Xaa-Pro-Lys N-methyltransferase 1
NC_027310.1,88112475,Intron,27.44,1.7E-07,100286585,ubiquitin-fold modifier 1,ubiquitin fold modifier 1
NC_027318.1,48872126,Intron,-28.29,1.7E-07,106579017,LOC106579017,ras-related protein Rab-26-like
NC_027304.1,45682862,Flanks,-28.57,1.7E-07,106605015,LOC106605015,vascular endothelial growth factor A-A-like
NC_027301.1,46890440,Exon,26.33,1.7E-07,106587502,LOC106587502,rho-related GTP-binding protein RhoU-like
NC_027322.1,18781647,Flanks,32.95,1.7E-07,106584145,LOC106584145,BMP/retinoic acid-inducible neural-specific protein 3-like
NC_027315.1,38942694,Intron,-29.33,1.7E-07,106573576,LOC106573576,phosphatidylinositol 4-phosphate 5-kinase type-1 gamma-like
NC_027316.1,2991042,P5K,-29.99,1.7E-07,100195614,N-6 adenine-specific DNA methyltransferase 1 (putative),N-6 adenine-specific DNA methyltransferase 1
NC_027314.1,80952177,Intron,30.77,1.7E-07,106572392,LOC106572392,calmodulin-binding transcription activator 1-like
NC_027305.1,40439445,Exon,49.04,1.7E-07,106607496,LOC106607496,nuclear receptor subfamily 1 group D member 1-like
NC_027317.1,56182176,Flanks,39.07,1.7E-07,106577772,LOC106577772,T-complex protein 1 subunit theta-like
NC_027304.1,58072916,Intron,34.69,1.7E-07,106605356,LOC106605356,ribosome biogenesis protein BMS1 homolog
NC_027316.1,49566264,Exon,28.71,1.7E-07,100195033,lumican,lumican
NC_027311.1,55555005,Intron,26.28,1.7E-07,106565594,LOC106565594,sodium channel protein type 8 subunit alpha-like
NC_027300.1,15414231,Intron,51.68,1.7E-07,106570236,LOC106570236,protein GREB1-like
NC_027323.1,35929100,Intron,42.66,1.7E-07,106585793,LOC106585793,protein FAM172A-like
NC_027303.1,41118371,Intron,-34.0,1.7E-07,106603271,LOC106603271,acetyl-CoA carboxylase
NC_027313.1,8073181,Intron,-31.62,1.7E-07,106568706,LOC106568706,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2-like
NC_027320.1,18989067,Intron,25.98,1.7E-07,106581900,LOC106581900,"high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A-like"
NC_027309.1,22780551,Intron,37.33,1.7E-07,106613848,LOC106613848,MAP kinase-interacting serine/threonine-protein kinase 2-like
NC_027309.1,17931140,Intron,-36.48,1.7E-07,106613723,LOC106613723,protein strawberry notch homolog 2-like
NC_027326.1,8240733,Intron,28.99,1.7E-07,106588461,LOC106588461,microtubule-actin cross-linking factor 1-like
NC_027317.1,47502037,Intron,29.87,1.7E-07,106577539,LOC106577539,neurexin-2-like
NC_027323.1,14862295,P5K,-26.5,1.7E-07,106585021,cdk7,cyclin dependent kinase 7
NW_012347206.1,5959,Exon,33.33,1.7E-07,106591777,LOC106591777,ventricular zone-expressed PH domain-containing protein-like
NC_027300.1,10310882,Intron,-33.28,1.7E-07,106561796,LOC106561796,protein quaking-A
NC_027311.1,78732828,Flanks,37.25,1.7E-07,106566039,LOC106566039,CD9 antigen-like
NC_027314.1,99324892,Intron,-33.33,1.7E-07,106572907,CDK5 and ABL1 enzyme substrate 2-like,CDK5 and ABL1 enzyme substrate 2-like
NC_027317.1,23016681,Intron,31.24,1.7E-07,106577125,LOC106577125,"pro-neuregulin-3, membrane-bound isoform-like"
NC_027301.1,11512962,Flanks,26.9,1.7E-07,106577054,LOC106577054,protein tweety homolog 1-like
NC_027310.1,77040129,Intron,-25.67,1.7E-07,106563539,LOC106563539,transcription factor HES-7.1-B-like
NC_027315.1,26701003,Intron,25.39,1.7E-07,106573489,LOC106573489,FERM domain-containing protein 5
NC_027312.1,36054447,Intron,-26.62,1.8E-07,106567079,LOC106567079,"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2-like"
NC_027311.1,8485773,P5K,31.47,1.8E-07,106564320,LOC106564320,uncharacterized LOC106564320
NC_027303.1,44967976,Flanks,-30.19,1.8E-07,106603350,LOC106603350,"39S ribosomal protein L48, mitochondrial-like"
NC_027308.1,1791174,Intron,25.0,1.8E-07,106610598,LOC106610598,ALK tyrosine kinase receptor-like
NC_027300.1,8380227,Flanks,41.76,1.8E-07,106610665,LOC106610665,MAM domain-containing glycosylphosphatidylinositol anchor protein 2-like
NC_027317.1,4479012,Intron,-34.88,1.8E-07,106576856,LOC106576856,protein O-GlcNAcase-like
NC_027302.1,14763969,Intron,-28.99,1.8E-07,106599085,LOC106599085,uncharacterized LOC106599085
NC_027307.1,15451321,Intron,25.0,1.8E-07,106610237,LOC106610237,"type II inositol 3,4-bisphosphate 4-phosphatase-like"
NC_027308.1,1791161,Intron,25.0,1.8E-07,106610598,LOC106610598,ALK tyrosine kinase receptor-like
NC_027309.1,19970209,Exon,25.93,1.8E-07,106613769,LOC106613769,unconventional myosin-Vb-like
NC_027308.1,55552050,Exon,26.53,1.8E-07,106611600,LOC106611600,"leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3"
NC_027304.1,4687848,Intron,39.27,1.8E-07,106604155,LOC106604155,tetraspanin-17-like
NC_027321.1,17011256,Exon,36.72,1.8E-07,106582915,LOC106582915,bone morphogenetic protein 7-like
NC_027318.1,70367417,Intron,32.98,1.8E-07,106579599,LOC106579599,histone-lysine N-methyltransferase 2C-like
NC_027303.1,35646344,Exon,29.68,1.8E-07,106603082,LOC106603082,spermine synthase-like
NC_027302.1,14202073,Intron,-27.21,1.8E-07,106599045,LOC106599045,calsyntenin-2-like
NC_027304.1,60904610,P5K,32.15,1.8E-07,106605407,LOC106605407,tubulin beta chain-like
NC_027302.1,57803283,P5K,29.9,1.8E-07,106600821,wipf2,WAS/WASL interacting protein family member 2
NC_027300.1,98225113,Intron,-27.07,1.8E-07,100306762,Adenosine kinase,Adenosine kinase
NC_027313.1,60283218,Intron,25.0,1.8E-07,106569918,LOC106569918,piggyBac transposable element-derived protein 4-like
NC_027313.1,30665858,Intron,39.91,1.8E-07,106569352,LOC106569352,"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3-like"
NC_027328.1,12868080,Intron,33.17,1.8E-07,106590158,LOC106590158,"POU domain, class 6, transcription factor 2-like"
NC_027308.1,42833507,Intron,-29.18,1.8E-07,106611371,LOC106611371,neurexin-3-like
NW_012343366.1,25592,Exon,-27.27,1.8E-07,106591038,LOC106591038,transcriptional regulator ATRX-like
NC_027303.1,44634924,Flanks,28.3,1.8E-07,106603409,LOC106603409,cysteinyl leukotriene receptor 2-like
NW_012343366.1,25603,Exon,-27.27,1.8E-07,106591038,LOC106591038,transcriptional regulator ATRX-like
NC_027325.1,6834026,Exon,36.65,1.8E-07,106587061,LOC106587061,ankyrin repeat and BTB/POZ domain-containing protein 2-like
NC_027300.1,65007137,Intron,35.96,1.8E-07,106608780,LOC106608780,uncharacterized LOC106608780
NC_027328.1,11821666,Intron,39.02,1.8E-07,106590132,LOC106590132,zinc transporter ZIP12-like
NC_027302.1,22763543,Intron,38.17,1.9E-07,106599387,LOC106599387,"beta-1,4-galactosyltransferase 2-like"
NC_027310.1,49940926,Flanks,-32.85,1.9E-07,106562913,LOC106562913,histone H2A.V
NC_027309.1,54385208,Intron,-29.48,1.9E-07,106560719,LOC106560719,serine/threonine-protein kinase BRSK2
NC_027312.1,47797878,Intron,29.11,1.9E-07,106567401,LOC106567401,peripheral-type benzodiazepine receptor-associated protein 1-like
NC_027309.1,12707363,Exon,28.41,1.9E-07,106613571,LOC106613571,probable G-protein coupled receptor 52
NC_027319.1,2064391,Exon,25.89,1.9E-07,106579809,LOC106579809,reticulon-4 receptor-like
NC_027300.1,70215501,Intron,34.07,1.9E-07,106608331,LOC106608331,sodium/calcium exchanger 1-like
NC_027308.1,136041957,P250,-47.74,1.9E-07,106613308,LOC106613308,immunoglobulin superfamily member 10-like
NC_027308.1,40923003,Intron,-35.64,1.9E-07,106611317,LOC106611317,metabotropic glutamate receptor 1-like
NC_027313.1,58498678,Intron,31.96,1.9E-07,106569981,LOC106569981,"glutamate receptor ionotropic, kainate 5-like"
NC_027317.1,13027040,Intron,29.49,1.9E-07,106576695,fbxw4,F-box and WD repeat domain containing 4
NC_027305.1,29450002,Intron,-26.73,1.9E-07,106607063,LOC106607063,ubiquitin carboxyl-terminal hydrolase 43-like
NC_027320.1,25052818,Flanks,-25.34,1.9E-07,106581998,LOC106581998,nuclear receptor subfamily 0 group B member 1-like
NC_027321.1,2242391,Exon,-38.99,1.9E-07,106582633,LOC106582633,bladder cancer-associated protein
NC_027318.1,8877659,Intron,35.34,1.9E-07,106578389,"contactin-associated protein-like 2, transcript variant X2",contactin-associated protein-like 2
NC_027321.1,18482175,Intron,25.28,1.9E-07,106583035,LOC106583035,"succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial"
NC_027309.1,49739586,Flanks,-35.47,1.9E-07,106560614,sox14,SRY-box 14
NC_027313.1,62592640,Flanks,42.95,1.9E-07,106570131,mucin-5AC-like,mucin-5AC-like
NC_027303.1,53939351,Exon,-32.29,1.9E-07,106603473,LOC106603473,angiomotin-like
NW_012347204.1,12418,Flanks,38.7,1.9E-07,106591776,LOC106591776,endonuclease domain-containing 1 protein-like
NC_027303.1,36333821,Intron,34.62,1.9E-07,106603110,LOC106603110,neuronal migration protein doublecortin-like
NC_027319.1,56020860,P5K,31.75,1.9E-07,106581034,LOC106581034,protein unc-119 homolog A-like
NC_027309.1,24498114,Intron,28.48,1.9E-07,106613888,LOC106613888,breast cancer anti-estrogen resistance protein 3-like
NC_027317.1,29044121,Flanks,25.96,1.9E-07,106577192,LOC106577192,disks large homolog 5-like
NC_027309.1,38620032,Intron,32.93,1.9E-07,106560398,LOC106560398,PH domain leucine-rich repeat protein phosphatase 1-like
NC_027303.1,39551698,Intron,28.36,1.9E-07,106603248,LOC106603248,protocadherin-10-like
NC_027319.1,65327834,Intron,-27.29,1.9E-07,106581252,LOC106581252,CUE domain-containing protein 1-like
NC_027317.1,61669682,Exon,-26.51,1.9E-07,106577930,LOC106577930,zinc finger protein RFP-like
NC_027310.1,64564772,Exon,26.14,1.9E-07,106563302,LOC106563302,B box and SPRY domain-containing protein-like
NC_027318.1,53944213,Flanks,-25.68,1.9E-07,106579205,ccdc78,coiled-coil domain containing 78
NC_027315.1,72619429,Exon,-28.44,1.9E-07,106574585,LOC106574585,protein FAM163A-like
NC_027320.1,52662535,Exon,27.03,1.9E-07,106582496,LOC106582496,probable serpin E3
NC_027323.1,13006662,Flanks,38.39,1.9E-07,106585075,LOC106585075,alpha-2B adrenergic receptor-like
NC_027324.1,21435547,Intron,-37.44,1.9E-07,106586387,LOC106586387,diacylglycerol kinase beta-like
NC_027305.1,38999513,Intron,-28.12,1.9E-07,106607253,LOC106607253,voltage-dependent L-type calcium channel subunit beta-1-like
NC_027313.1,16250838,Intron,26.53,1.9E-07,106568873,LOC106568873,chromodomain-helicase-DNA-binding protein 7-like
NW_012355159.1,6135,Exon,-33.46,2.0E-07,106595295,thrombospondin type-1 domain-containing protein 4-like,thrombospondin type-1 domain-containing protein 4-like
NC_027310.1,1907184,Intron,25.31,2.0E-07,106561882,LOC106561882,MAM domain-containing glycosylphosphatidylinositol anchor protein 1-like
NC_027308.1,95312699,Intron,26.62,2.0E-07,106612413,LOC106612413,sodium/potassium-transporting ATPase subunit beta-3-like
NC_027312.1,89683097,Exon,28.8,2.0E-07,106568157,LOC106568157,ankycorbin-like
NC_027300.1,148774106,Intron,-26.79,2.0E-07,106571288,pde4d,phosphodiesterase 4D
NC_027309.1,11898436,P5K,26.1,2.0E-07,106613556,LOC106613556,FYVE and coiled-coil domain-containing protein 1-like
NC_027318.1,28888994,Intron,-31.59,2.0E-07,106578707,LOC106578707,plexin domain-containing protein 2-like
NC_027309.1,19357973,Flanks,-29.23,2.0E-07,106613753,LOC106613753,fibroblast growth factor 10-like
NC_027302.1,14534779,P5K,-26.04,2.0E-07,106599072,LOC106599072,schwannomin-interacting protein 1-like
NC_027300.1,150055953,Intron,-42.54,2.0E-07,100380665,LOC100380665,talin-1
NC_027312.1,68478471,Intron,29.07,2.0E-07,106567686,dyrk1a,dual specificity tyrosine phosphorylation regulated kinase 1A
NC_027318.1,52124597,Flanks,29.29,2.0E-07,106579383,LOC106579383,peptide Y-like
NC_027305.1,63245504,Flanks,32.75,2.0E-07,106607938,LOC106607938,nuclear receptor coactivator 7-like
NC_027309.1,34972584,Exon,-30.23,2.0E-07,106560335,med8,mediator complex subunit 8
NC_027302.1,18422666,Intron,50.36,2.0E-07,106599529,LOC106599529,ephrin type-B receptor 1
NC_027324.1,8252751,Intron,-46.08,2.0E-07,106586116,LOC106586116,inactive dipeptidyl peptidase 10-like
NC_027302.1,18422659,Intron,50.36,2.0E-07,106599529,LOC106599529,ephrin type-B receptor 1
NC_027326.1,6873814,Exon,45.76,2.0E-07,106588493,LOC106588493,uncharacterized LOC106588493
NC_027306.1,44464673,P250,-32.18,2.0E-07,106609484,LOC106609484,"nuclear factor 7, ovary-like"
NC_027319.1,12561649,Intron,-29.73,2.0E-07,106580126,ntng2,netrin G2
NC_027300.1,49553901,Flanks,25.74,2.0E-07,106605298,cssa01h7orf72,spermatogenesis associated 48
NC_027308.1,103447227,P5K,-25.0,2.0E-07,106612643,LOC106612643,immunoglobulin superfamily member 11-like
NC_027309.1,90882960,Intron,38.78,2.0E-07,106561306,lrrc4c,leucine rich repeat containing 4C
NC_027308.1,62840174,Exon,-36.97,2.0E-07,106611777,LOC106611777,ras-related protein Rab-33B-like
NC_027310.1,15801050,Intron,30.62,2.0E-07,106562151,LOC106562151,tight junction protein ZO-1-like
NC_027321.1,40805163,Exon,-26.15,2.0E-07,106583496,LOC106583496,prosaposin receptor GPR37L1-like
NC_027318.1,66969092,Flanks,-25.97,2.0E-07,106579494,LOC106579494,C-C motif chemokine 20-like
NC_027314.1,85635159,Flanks,26.04,2.0E-07,101448023,mulan,mitochondrial ubiquitin ligase activator of NF-kB
NC_027314.1,20802129,Exon,-30.91,2.0E-07,106571142,LOC106571142,trichohyalin-like
NC_027311.1,47468805,Exon,26.04,2.0E-07,106565095,nfasc,neurofascin
NC_027319.1,48949852,Flanks,42.42,2.0E-07,106580808,mpzl3,myelin protein zero like 3
NC_027324.1,22825410,Exon,-31.01,2.0E-07,106586426,LOC106586426,CLIP-associating protein 1-B-like
NC_027318.1,62180987,Intron,32.82,2.0E-07,106579407,LOC106579407,uncharacterized LOC106579407
NC_027318.1,62180999,Intron,32.82,2.0E-07,106579407,LOC106579407,uncharacterized LOC106579407
NC_027301.1,9645223,Intron,32.52,2.0E-07,106576382,LOC106576382,glycogen synthase kinase-3 beta-like
NC_027302.1,22786636,Intron,26.54,2.0E-07,106599387,LOC106599387,"beta-1,4-galactosyltransferase 2-like"
NC_027319.1,55106513,Exon,-25.23,2.0E-07,106580990,LOC106580990,protocadherin-16-like
NC_027328.1,27288059,Flanks,28.92,2.0E-07,106590505,kiaa1524,cell proliferation regulating inhibitor of protein phosphatase 2A
NC_027313.1,79844820,Exon,-30.74,2.0E-07,100196642,hoxa3aa,homeobox protein HoxA3aa
NC_027327.1,28904591,Intron,34.94,2.0E-07,106589844,LOC106589844,RING finger protein 157-like
